,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
2998,Pankow,Pankow Zentrum,Entire home/apt,62,1,57,1.21,1,298
2999,Neukölln,Köllnische Heide,Private room,34,1,6,0.3,1,220
3000,Pankow,Pankow Zentrum,Private room,25,2,19,3.73,2,226
3001,Pankow,Pankow Zentrum,Private room,40,3,3,0.47,2,220
3003,Neukölln,Reuterstraße,Entire home/apt,59,6,7,0.15,1,0
3004,Steglitz - Zehlendorf,Teltower Damm,Entire home/apt,95,3,80,1.83,1,264
3005,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,80,7,1,0.03,1,0
3006,Pankow,Prenzlauer Berg Ost,Entire home/apt,49,3,114,5.34,1,37
3007,Mitte,Wedding Zentrum,Private room,25,2,5,0.13,1,0
3008,Steglitz - Zehlendorf,Lankwitz,Entire home/apt,45,1,13,0.28,1,365
3009,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,40,1,141,2.96,1,208
3010,Tempelhof - Schöneberg,Schöneberg-Nord,Private room,49,1,1,0.03,1,0
3011,Pankow,Prenzlauer Berg Nordwest,Entire home/apt,67,3,9,0.2,1,0
3012,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,43,12,1,0.02,1,0
3013,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,34,3,2,0.05,1,0
3014,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,60,2,24,0.51,1,0
3015,Neukölln,Rixdorf,Entire home/apt,50,2,29,0.6,1,5
3016,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,51,3,112,3.53,1,73
3017,Charlottenburg-Wilm.,Düsseldorfer Straße,Entire home/apt,31,90,1,0.02,5,251
3018,Pankow,Blankenfelde/Niederschönhausen,Entire home/apt,100,2,32,0.75,1,353
3019,Mitte,Moabit West,Private room,39,1,1,0.06,1,0
3020,Marzahn - Hellersdorf,Hellersdorf-Nord,Entire home/apt,35,2,1,0.2,1,90
3022,Neukölln,Reuterstraße,Entire home/apt,59,7,8,0.17,1,0
3023,Neukölln,Reuterstraße,Entire home/apt,45,3,8,0.17,1,65
3025,Neukölln,Reuterstraße,Private room,25,12,3,0.06,2,0
3027,Pankow,Prenzlauer Berg Nordwest,Entire home/apt,61,2,19,0.42,2,0
3028,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Entire home/apt,51,3,4,0.09,1,0
3030,Treptow - Köpenick,Alt  Treptow,Private room,45,2,3,0.06,1,308
3031,Pankow,Pankow Süd,Private room,27,3,11,0.36,4,161
3032,Mitte,Alexanderplatz,Entire home/apt,90,4,107,2.28,5,311
3033,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,42,3,6,0.16,2,5
3034,Mitte,Brunnenstr. Süd,Entire home/apt,70,1,170,4.91,4,227
3035,Mitte,Brunnenstr. Süd,Entire home/apt,69,1,171,3.74,4,277
3036,Pankow,Prenzlauer Berg Nordwest,Private room,35,1,8,0.17,1,310
3037,Mitte,Alexanderplatz,Entire home/apt,67,60,29,0.61,2,124
3038,Charlottenburg-Wilm.,Volkspark Wilmersdorf,Private room,43,2,8,0.17,1,341
3039,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,40,1,12,0.52,1,0
3041,Treptow - Köpenick,Niederschöneweide,Private room,23,4,60,1.28,3,125
3042,Lichtenberg,Alt-Hohenschönhausen Süd,Entire home/apt,70,1,28,0.6,2,326
3043,Treptow - Köpenick,Niederschöneweide,Private room,23,4,43,0.92,3,67
3045,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,59,1,2,0.05,1,0
3046,Neukölln,Schillerpromenade,Entire home/apt,30,5,6,0.13,1,0
3048,Lichtenberg,Karlshorst,Entire home/apt,49,60,2,0.07,5,0
3049,Mitte,Alexanderplatz,Entire home/apt,100,5,11,0.24,1,0
3050,Pankow,Helmholtzplatz,Private room,39,7,2,0.04,1,336
3051,Treptow - Köpenick,Köpenick-Nord,Private room,52,2,1,0.39,1,363
3052,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,45,1,23,0.61,1,342
3053,Mitte,Moabit West,Entire home/apt,45,65,9,0.2,1,363
3055,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,45,4,151,3.4,1,280
3056,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,80,3,1,0.02,1,0
3057,Neukölln,Reuterstraße,Private room,40,4,6,0.17,2,0
3058,Mitte,Wedding Zentrum,Shared room,23,28,1,0.03,1,0
3059,Neukölln,Reuterstraße,Entire home/apt,100,3,1,0.04,1,0
3061,Lichtenberg,Neu Lichtenberg,Entire home/apt,80,3,1,0.02,1,0
3063,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,42,2,92,1.96,1,0
3064,Neukölln,Neuköllner Mitte/Zentrum,Private room,21,1,5,0.11,1,0
3065,Mitte,Wedding Zentrum,Entire home/apt,68,3,14,0.3,3,34
3066,Pankow,Prenzlauer Berg Südwest,Private room,45,5,6,0.13,1,0
3068,Mitte,Wedding Zentrum,Entire home/apt,95,4,2,0.04,1,0
3069,Neukölln,Reuterstraße,Entire home/apt,65,1,1,0.02,1,0
3070,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,55,5,18,0.42,2,0
3071,Mitte,Alexanderplatz,Entire home/apt,90,2,7,0.42,1,0
3072,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Private room,59,2,133,2.83,1,0
3073,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,180,5,2,0.04,1,0
3074,Pankow,Helmholtzplatz,Entire home/apt,75,4,103,2.2,1,11
3075,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,120,1,1,0.02,1,0
3076,Neukölln,Rixdorf,Private room,20,4,6,0.14,1,0
3077,Mitte,Brunnenstr. Süd,Entire home/apt,100,5,3,0.08,2,0
3078,Pankow,Prenzlauer Berg Nord,Private room,70,3,24,0.51,1,357
3080,Steglitz - Zehlendorf,Albrechtstr.,Entire home/apt,55,5,1,0.02,1,0
3081,Neukölln,Reuterstraße,Entire home/apt,73,4,8,0.22,1,0
3082,Charlottenburg-Wilm.,Neue Kantstraße,Private room,35,7,1,0.02,1,0
3083,Charlottenburg-Wilm.,Volkspark Wilmersdorf,Entire home/apt,70,5,25,0.59,1,231
3084,Neukölln,Schillerpromenade,Private room,50,1,4,0.09,2,326
3085,Pankow,Prenzlauer Berg Südwest,Entire home/apt,99,5,4,0.12,1,0
3086,Charlottenburg-Wilm.,Halensee,Private room,35,3,3,0.08,1,279
3087,Mitte,Wedding Zentrum,Private room,20,10,1,0.02,1,0
3088,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,119,1,3,0.06,1,0
3090,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,45,3,22,0.64,1,0
3091,Lichtenberg,Rummelsburger Bucht,Entire home/apt,76,3,7,0.15,1,0
3092,Mitte,Alexanderplatz,Entire home/apt,110,3,102,2.17,5,315
3093,Mitte,Brunnenstr. Süd,Private room,25,6,2,0.08,1,0
3094,Neukölln,Rixdorf,Private room,20,2,141,3.32,1,13
3095,Mitte,Alexanderplatz,Private room,52,2,164,3.88,1,13
3096,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,100,2,66,2.04,1,352
3099,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,115,3,12,0.26,2,0
3100,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,49,1,53,3.83,6,306
3102,Charlottenburg-Wilm.,Kantstraße,Private room,45,1,97,2.28,1,307
3103,Treptow - Köpenick,Alt  Treptow,Entire home/apt,100,3,5,0.13,1,0
3104,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,60,7,5,0.11,1,0
3105,Pankow,Prenzlauer Berg Südwest,Entire home/apt,156,1,2,0.04,1,0
3106,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Private room,65,2,56,1.19,2,31
3107,Mitte,Brunnenstr. Süd,Entire home/apt,220,9,17,0.43,1,323
3108,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,26,2,12,0.27,1,0
3109,Mitte,Brunnenstr. Süd,Entire home/apt,250,3,2,0.04,1,0
3110,Tempelhof - Schöneberg,Schöneberg-Nord,Private room,39,2,67,1.43,1,30
3111,Charlottenburg-Wilm.,Schloß Charlottenburg,Entire home/apt,40,1,1,0.02,1,0
3112,Neukölln,Rixdorf,Entire home/apt,35,3,18,0.39,1,0
3113,Mitte,Brunnenstr. Nord,Private room,25,3,22,1.11,1,213
3114,Neukölln,Rixdorf,Private room,30,3,61,1.66,1,3
3115,Pankow,Prenzlauer Berg Süd,Entire home/apt,70,4,1,0.02,1,0
3116,Steglitz - Zehlendorf,Drakestr.,Entire home/apt,42,3,68,1.45,1,281
3117,Neukölln,Neuköllner Mitte/Zentrum,Private room,30,5,1,0.04,1,0
3118,Mitte,Osloer Straße,Private room,25,1,20,0.91,1,281
3119,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,36,2,6,0.17,1,0
3120,Neukölln,Schillerpromenade,Entire home/apt,55,120,25,0.55,1,68
3121,Neukölln,Neuköllner Mitte/Zentrum,Private room,42,2,41,0.94,1,357
3122,Mitte,Alexanderplatz,Entire home/apt,68,4,52,1.11,3,318
3123,Pankow,Prenzlauer Berg Süd,Private room,40,2,100,2.3,1,81
3124,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,60,4,6,0.13,2,69
3125,Lichtenberg,Alt-Lichtenberg,Private room,26,3,13,0.32,2,0
3126,Mitte,Parkviertel,Entire home/apt,35,61,2,0.06,1,302
3128,Neukölln,Neuköllner Mitte/Zentrum,Private room,25,10,6,0.13,1,37
3129,Mitte,Brunnenstr. Süd,Entire home/apt,180,5,15,0.36,1,262
3130,Neukölln,Reuterstraße,Private room,30,14,3,0.06,1,0
3131,Charlottenburg-Wilm.,Kurfürstendamm,Private room,60,4,14,0.3,1,58
3132,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,Private room,25,14,17,0.41,1,0
3133,Mitte,Brunnenstr. Süd,Entire home/apt,195,5,26,0.65,1,56
3134,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Entire home/apt,55,2,8,0.49,1,0
3135,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,115,3,7,0.18,1,0
3136,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,38,3,8,0.17,1,0
3137,Mitte,Brunnenstr. Süd,Entire home/apt,48,2,6,0.16,3,0
3138,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,36,2,31,0.68,1,209
3139,Neukölln,Reuterstraße,Private room,26,3,6,0.15,1,0
3140,Pankow,Prenzlauer Berg Nordwest,Entire home/apt,56,4,2,0.04,1,0
3141,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,25,7,3,0.06,1,0
3143,Pankow,Prenzlauer Berg Nordwest,Entire home/apt,200,1,1,0.02,1,0
3144,Tempelhof - Schöneberg,Schöneberg-Nord,Private room,36,2,19,0.72,1,0
3145,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,Entire home/apt,75,4,6,0.13,1,0
3146,Mitte,Brunnenstr. Süd,Entire home/apt,142,6,58,1.28,1,255
3147,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Private room,25,3,9,0.26,1,7
3148,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,83,2,4,0.11,1,0
3149,Pankow,Pankow Zentrum,Private room,29,1,14,0.34,1,0
3150,Mitte,Brunnenstr. Süd,Entire home/apt,50,4,1,0.03,1,0
3152,Mitte,Moabit West,Private room,27,1,47,1.0,1,178
3153,Neukölln,Schillerpromenade,Entire home/apt,65,2,3,0.06,1,310
3154,Pankow,Prenzlauer Berg Nordwest,Entire home/apt,35,30,3,0.06,1,0
3156,Neukölln,Rixdorf,Entire home/apt,50,3,1,0.02,1,0
3157,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,95,7,6,0.27,1,0
3158,Mitte,Alexanderplatz,Entire home/apt,120,3,96,2.09,1,304
3159,Neukölln,Schillerpromenade,Private room,24,1,32,0.68,1,0
3160,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,45,1,1,0.03,1,0
3161,Neukölln,Schillerpromenade,Private room,60,1,1,0.02,1,0
3162,Mitte,Alexanderplatz,Entire home/apt,80,30,41,0.9,1,280
3163,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,60,4,18,0.38,1,0
3165,Neukölln,Neuköllner Mitte/Zentrum,Private room,35,1,1,0.02,1,0
3166,Mitte,Alexanderplatz,Entire home/apt,69,1,7,0.15,1,309
3168,Treptow - Köpenick,Alt  Treptow,Entire home/apt,45,7,2,0.11,2,0
3169,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,101,2,27,0.57,1,0
3170,Neukölln,Neuköllner Mitte/Zentrum,Private room,42,1,1,0.02,1,0
3172,Mitte,Moabit West,Private room,50,1,1,0.02,1,0
3173,Mitte,Brunnenstr. Süd,Entire home/apt,55,31,9,0.22,2,345
3174,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,25,1,117,2.57,1,324
3175,Lichtenberg,Frankfurter Allee Süd,Private room,23,3,87,1.86,2,37
3177,Neukölln,Köllnische Heide,Private room,37,1,1,0.04,1,0
3179,Neukölln,Neuköllner Mitte/Zentrum,Private room,30,1,1,0.02,1,0
3180,Mitte,Alexanderplatz,Private room,59,3,14,0.34,1,358
3181,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Private room,35,3,10,0.23,1,0
3182,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Entire home/apt,65,3,38,0.81,1,1
3183,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,50,60,1,0.02,2,220
3185,Mitte,Alexanderplatz,Private room,44,2,9,0.19,1,0
3186,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,40,3,3,0.08,1,0
3188,Neukölln,Rixdorf,Entire home/apt,55,1,1,0.02,1,0
3190,Pankow,Prenzlauer Berg Südwest,Entire home/apt,70,7,8,0.17,1,0
3191,Mitte,Tiergarten Süd,Private room,60,4,1,0.03,2,0
3193,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,35,7,11,0.23,1,0
3194,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Private room,30,1,2,0.07,2,0
3195,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,39,60,13,0.33,1,289
3196,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,60,1,2,0.04,1,0
3197,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,45,4,17,0.36,1,165
3198,Pankow,Prenzlauer Berg Ost,Entire home/apt,75,5,8,0.17,1,0
3199,Mitte,Wedding Zentrum,Entire home/apt,120,2,28,0.75,1,33
3200,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,54,1,12,0.27,1,0
3201,Pankow,Prenzlauer Berg Ost,Private room,40,1,1,0.02,2,0
3202,Pankow,Helmholtzplatz,Private room,35,3,50,1.07,2,0
3204,Mitte,Alexanderplatz,Entire home/apt,130,3,64,1.48,3,343
3206,Mitte,Osloer Straße,Entire home/apt,38,11,17,0.45,1,0
3207,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Entire home/apt,125,1,1,0.02,1,0
3208,Mitte,Moabit Ost,Private room,48,2,32,0.76,1,358
3209,Tempelhof - Schöneberg,Schöneberg-Süd,Private room,35,2,6,0.13,2,0
3210,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,25,14,7,0.26,5,327
3212,Mitte,Moabit West,Private room,25,3,1,0.03,1,0
3213,Neukölln,Reuterstraße,Entire home/apt,66,6,9,0.2,1,0
3214,Pankow,Prenzlauer Berg Ost,Entire home/apt,60,2,6,0.13,1,0
3215,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Entire home/apt,45,3,34,1.23,1,106
3216,Neukölln,Rixdorf,Entire home/apt,22,7,23,0.6,1,0
3217,Neukölln,Rixdorf,Private room,25,4,7,0.15,1,0
3218,Neukölln,Rixdorf,Private room,70,4,16,0.41,1,0
3219,Mitte,Osloer Straße,Entire home/apt,64,4,5,0.13,1,0
3220,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,68,18,15,0.33,1,23
3221,Neukölln,Reuterstraße,Entire home/apt,50,6,2,0.04,1,0
3223,Mitte,Moabit Ost,Entire home/apt,79,14,8,0.17,1,0
3226,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,55,6,9,0.19,2,2
3227,Neukölln,Rixdorf,Private room,50,1,1,0.02,2,0
3228,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,40,1,29,0.62,1,0
3229,Pankow,Helmholtzplatz,Entire home/apt,95,1,20,0.48,1,0
3230,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,50,1,1,0.02,1,0
3231,Spandau,Spandau Mitte,Entire home/apt,33,100,5,0.11,1,189
3232,Mitte,Moabit Ost,Entire home/apt,69,2,26,0.57,2,0
3233,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,55,2,203,4.33,2,316
3234,Pankow,Pankow Süd,Private room,20,5,13,0.28,4,190
3235,Neukölln,Rixdorf,Private room,37,2,1,0.07,1,0
3236,Mitte,Parkviertel,Private room,39,1,92,2.28,2,361
3237,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,51,30,34,0.73,2,188
3238,Pankow,Prenzlauer Berg Südwest,Entire home/apt,90,2,23,1.05,1,1
3239,Pankow,Prenzlauer Berg Südwest,Private room,59,1,67,2.59,1,344
3241,Mitte,Moabit West,Private room,25,1,35,0.91,2,193
3243,Pankow,Prenzlauer Berg Südwest,Private room,59,3,71,1.51,1,235
3244,Neukölln,Reuterstraße,Private room,28,1,124,2.65,1,27
3245,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Entire home/apt,90,7,11,0.25,1,0
3246,Tempelhof - Schöneberg,Schöneberg-Süd,Entire home/apt,50,2,5,0.11,2,21
3247,Neukölln,Rixdorf,Entire home/apt,40,3,3,0.06,1,0
3248,Mitte,Moabit Ost,Private room,30,1,17,0.36,2,220
3251,Pankow,Prenzlauer Berg Nord,Entire home/apt,60,3,128,2.88,1,15
3252,Tempelhof - Schöneberg,Friedenau,Entire home/apt,95,1,1,0.02,1,0
3253,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,30,2,2,0.06,1,0
3254,Friedrichshain-Kreuzberg,nördliche Luisenstadt,Entire home/apt,150,2,50,1.07,1,333
3255,Neukölln,Schillerpromenade,Entire home/apt,25,15,4,0.1,1,0
3258,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,57,2,20,0.74,1,0
3259,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,49,1,1,0.02,1,0
3261,Mitte,Brunnenstr. Süd,Private room,46,4,77,1.65,2,61
3263,Pankow,Prenzlauer Berg Südwest,Private room,32,2,75,1.6,2,33
3264,Pankow,Schönholz/Wilhelmsruh/Rosenthal,Private room,45,7,10,0.26,2,125
3265,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,67,4,4,1.07,1,39
3266,Pankow,Prenzlauer Berg Ost,Private room,30,2,2,0.05,1,0
3267,Mitte,Alexanderplatz,Private room,42,7,7,0.23,2,197
3268,Pankow,Prenzlauer Berg Nordwest,Entire home/apt,70,3,37,0.81,1,16
3269,Neukölln,Rixdorf,Private room,50,3,1,0.59,1,248
3270,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,86,2,63,1.62,1,0
3271,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,Private room,26,5,6,0.13,1,0
3272,Pankow,Prenzlauer Berg Süd,Entire home/apt,60,7,2,0.22,1,0
3273,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,35,1,1,0.02,1,0
3276,Mitte,Brunnenstr. Süd,Private room,45,2,115,2.56,1,164
3280,Pankow,Helmholtzplatz,Entire home/apt,45,3,98,2.27,1,7
3281,Neukölln,Reuterstraße,Entire home/apt,80,4,2,0.04,1,0
3282,Charlottenburg-Wilm.,Kantstraße,Private room,129,1,7,0.17,1,365
3284,Pankow,Prenzlauer Berg Südwest,Entire home/apt,65,7,20,0.56,1,346
3285,Neukölln,Neuköllner Mitte/Zentrum,Private room,24,4,176,3.79,2,344
3286,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,45,3,1,0.02,1,0
3287,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Private room,28,3,19,0.45,1,24
3288,Treptow - Köpenick,Baumschulenweg,Entire home/apt,55,1,40,0.91,1,357
3289,Pankow,Helmholtzplatz,Private room,35,1,167,3.66,2,259
3290,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,99,13,9,0.21,1,19
3292,Pankow,Helmholtzplatz,Entire home/apt,150,3,5,0.13,1,151
3295,Mitte,Tiergarten Süd,Private room,33,2,71,1.64,1,74
3297,Mitte,Alexanderplatz,Entire home/apt,160,3,90,1.96,1,308
3298,Neukölln,Reuterstraße,Entire home/apt,50,61,21,0.47,1,319
3299,Neukölln,Reuterstraße,Private room,22,3,1,0.02,2,0
3300,Neukölln,Schillerpromenade,Private room,30,1,12,0.26,1,0
3301,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,85,2,61,1.34,1,296
3304,Treptow - Köpenick,Alt  Treptow,Private room,42,4,106,2.3,1,55
3305,Neukölln,Rudow,Entire home/apt,40,6,3,0.07,1,311
3306,Treptow - Köpenick,Baumschulenweg,Private room,30,3,102,2.58,1,64
3307,Mitte,Alexanderplatz,Entire home/apt,70,2,10,0.22,1,0
3308,Neukölln,Neuköllner Mitte/Zentrum,Entire home/apt,80,3,2,0.05,1,0
3309,Steglitz - Zehlendorf,Teltower Damm,Private room,40,1,111,2.59,1,53
3310,Mitte,Alexanderplatz,Entire home/apt,78,31,32,0.7,1,221
3311,Mitte,Tiergarten Süd,Entire home/apt,69,3,56,1.84,1,357
3314,Neukölln,Rixdorf,Private room,32,1,6,0.14,1,251
3315,Pankow,Prenzlauer Berg Nordwest,Private room,45,2,84,1.84,1,287
3316,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,69,6,11,0.71,1,150
3317,Neukölln,Neuköllner Mitte/Zentrum,Private room,25,3,2,0.04,2,0
3318,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,45,28,12,0.3,1,288
3319,Mitte,Parkviertel,Entire home/apt,75,7,2,0.05,1,0
3322,Mitte,Wedding Zentrum,Private room,25,6,5,0.18,1,0
3323,Treptow - Köpenick,Alt  Treptow,Entire home/apt,66,4,17,0.41,2,1
3324,Pankow,Prenzlauer Berg Südwest,Entire home/apt,60,4,9,0.21,1,0
3325,Pankow,Prenzlauer Berg Süd,Private room,25,12,21,0.46,1,0
3327,Pankow,Weißensee,Entire home/apt,30,3,1,0.02,1,0
3328,Neukölln,Schillerpromenade,Entire home/apt,44,4,3,0.07,1,0
3329,Pankow,Pankow Zentrum,Entire home/apt,50,7,1,0.02,1,0
3331,Pankow,Prenzlauer Berg Süd,Entire home/apt,76,61,10,0.23,7,67
3332,Mitte,Regierungsviertel,Private room,55,1,69,1.58,1,228
3333,Mitte,Osloer Straße,Private room,22,3,10,0.25,1,279
3334,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Entire home/apt,40,1,25,0.54,1,0
3335,Pankow,Prenzlauer Berg Nordwest,Entire home/apt,57,2,28,0.61,1,365
3337,Marzahn - Hellersdorf,Hellersdorf-Nord,Private room,29,3,137,3.02,1,331
3338,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Entire home/apt,80,2,11,0.27,1,0
3345,Treptow - Köpenick,Köpenick-Nord,Entire home/apt,59,1,68,1.54,1,297
3347,Neukölln,Reuterstraße,Private room,22,1,2,0.07,4,0
3348,Mitte,Moabit Ost,Entire home/apt,30,2,8,0.18,1,0
3349,Mitte,Wedding Zentrum,Private room,25,4,30,0.88,1,40
3350,Tempelhof - Schöneberg,Schöneberg-Nord,Entire home/apt,58,6,13,0.31,2,188
3351,Mitte,Brunnenstr. Süd,Private room,33,1,3,0.07,1,0
3352,Neukölln,Reuterstraße,Entire home/apt,190,4,35,0.78,1,190
3353,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,Entire home/apt,99,1,4,0.09,4,0
3356,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,49,2,222,4.93,1,59
3359,Steglitz - Zehlendorf,Schloßstr.,Private room,30,25,1,0.02,1,0
3360,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,Private room,29,4,3,0.08,1,0
3362,Mitte,Osloer Straße,Private room,22,7,5,0.12,1,0
3363,Neukölln,Reuterstraße,Private room,85,2,64,1.49,1,362
3365,Steglitz - Zehlendorf,Teltower Damm,Entire home/apt,119,5,19,0.44,1,0
3366,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,52,10,9,0.32,1,0
3367,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,Private room,39,2,6,0.13,1,0
3370,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,Private room,38,1,3,0.1,1,0
3371,Mitte,Wedding Zentrum,Entire home/apt,65,61,70,1.53,4,147
3372,Neukölln,Neuköllner Mitte/Zentrum,Private room,30,2,1,0.09,1,0
3373,Treptow - Köpenick,Alt  Treptow,Entire home/apt,130,6,15,0.38,1,0
3375,Friedrichshain-Kreuzberg,südliche Luisenstadt,Entire home/apt,95,2,32,0.99,2,33
3376,Pankow,Helmholtzplatz,Private room,60,2,2,0.08,2,312
3378,Mitte,Alexanderplatz,Entire home/apt,139,2,98,2.2,2,23
3379,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,Entire home/apt,70,1,21,0.48,1,68
3380,Neukölln,Reuterstraße,Entire home/apt,55,9,2,0.05,1,0
3382,Charlottenburg-Wilm.,Grunewald,Private room,94,2,89,2.25,4,280
3383,Mitte,Moabit West,Private room,30,1,2,0.04,1,0
3384,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,27,1,17,0.86,2,364
3385,Neukölln,Köllnische Heide,Private room,59,2,88,2.11,1,345
3386,Charlottenburg-Wilm.,Grunewald,Private room,49,2,21,0.47,4,142
3387,Charlottenburg-Wilm.,Grunewald,Private room,47,2,56,1.25,4,146
3389,Friedrichshain-Kreuzberg,südliche Luisenstadt,Private room,40,12,1,0.03,1,0
3390,Pankow,Prenzlauer Berg Nord,Entire home/apt,65,2,22,0.86,1,337
3391,Treptow - Köpenick,Alt  Treptow,Private room,27,2,32,0.71,1,8
3393,Charlottenburg-Wilm.,Wiesbadener Straße,Entire home/apt,99,7,3,0.38,6,326
3395,Charlottenburg-Wilm.,Halensee,Entire home/apt,65,6,10,0.23,1,312
3396,Charlottenburg-Wilm.,Wiesbadener Straße,Private room,72,1,32,0.76,6,364
3398,Mitte,Regierungsviertel,Private room,85,2,133,2.92,1,85
3399,Pankow,Prenzlauer Berg Südwest,Entire home/apt,170,1,66,1.51,2,0
3400,Mitte,Alexanderplatz,Entire home/apt,75,5,3,0.07,1,347
3401,Mitte,Parkviertel,Private room,25,8,1,0.03,1,0
